player,runs_scored,balls_faced_total,fours,sixes,balls_faced_legal,matches_played,innings_batted,dismissals,not_outs,batting_average,strike_rate,boundary_runs,boundary_percentage,dot_balls_x,dot_ball_percentage_x,highest_score,fifties,hundreds,runs_conceded,balls_bowled_total,wickets,balls_bowled_legal,matches_bowled,innings_bowled,overs_bowled,bowling_average,bowling_strike_rate,economy_rate,maidens,dot_balls_y,dot_ball_percentage_y,fours_conceded,sixes_conceded,no_balls,wides,best_bowling_wickets,best_bowling_runs,catches,stumpings,run_outs,total_fielding,image_id,image_url
A Ashish Reddy,280,196,16,15,193,23,23,15,8,18.66666667,145.0777202,154,55,58,30.05181347,36,0,0,400,270,19,264,20,20,44,21.05263158,13.89473684,9.090909091,0,79,29.92424242,26,20,0,6,3,0,8,0,2,10,,
A Badoni,634,505,46,24,473,35,35,25,10,25.36,134.038055,328,51.73501577,151,31.92389006,59,4,0,37,25,2,25,5,5,4.1,18.5,12.5,8.88,1,5,20,1,2,0,0,1,0,13,0,1,14,,
A Chandila,4,7,0,0,7,2,2,0,2,0,57.14285714,0,0,3,42.85714286,4,0,0,245,234,11,234,12,12,39,22.27272727,21.27272727,6.282051282,0,103,44.01709402,17,10,0,0,4,0,2,0,0,2,,
A Chopra,53,75,7,0,71,6,6,5,1,10.6,74.64788732,28,52.83018868,41,57.74647887,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,,
A Choudhary,25,20,1,1,20,3,3,1,2,25,125,10,40,4,20,15,0,0,144,108,5,102,5,5,17,28.8,20.4,8.470588235,2,42,41.17647059,13,6,0,6,2,0,0,0,0,0,,
A Dananjaya,4,5,0,0,5,1,1,0,1,0,80,0,0,2,40,4,0,0,47,25,0,24,1,1,4,0,0,11.75,0,6,25,2,4,0,1,0,0,0,0,0,0,348839,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/348800/348839.png"
A Flintoff,62,57,5,2,53,3,3,2,1,31,116.9811321,32,51.61290323,20,37.73584906,24,0,0,106,66,2,66,3,3,11,53,33,9.636363636,0,20,30.3030303,7,7,0,0,1,0,3,0,0,3,319745,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319700/319745.png"
A Kamboj,2,2,0,0,2,1,1,0,1,0,100,0,0,0,0,2,0,0,115,68,2,62,3,3,10.2,57.5,31,11.12903226,0,19,30.64516129,10,6,0,6,1,0,3,0,0,3,381389,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/381300/381389.png"
A Kumble,35,49,3,0,47,15,15,2,13,17.5,74.46808511,12,34.28571429,22,46.80851064,8,0,0,1089,983,49,970,42,42,161.4,22.2244898,19.79591837,6.736082474,3,374,38.55670103,72,35,0,13,5,0,9,0,0,9,319930,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319930.png"
A Manohar,231,181,21,10,174,15,15,14,1,16.5,132.7586207,144,62.33766234,62,35.63218391,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,11,,
A Mishra,381,440,31,5,419,55,55,28,27,13.60714286,90.93078759,154,40.41994751,178,42.48210024,31,0,0,4193,3444,183,3392,162,162,565.2,22.91256831,18.53551913,7.416863208,4,1185,34.93514151,239,184,0,52,5,0,19,0,9,28,323053,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/323000/323053.png"
A Mithun,34,26,4,1,26,6,6,5,1,6.8,130.7692308,22,64.70588235,11,42.30769231,11,0,0,477,312,8,297,16,16,49.3,59.625,37.125,9.636363636,0,90,30.3030303,42,21,0,15,2,0,7,0,1,8,,
A Mukund,19,23,1,0,22,2,2,2,0,9.5,86.36363636,4,21.05263158,8,36.36363636,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,322151,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322100/322151.png"
A Nehra,41,63,3,1,62,17,17,6,11,6.833333333,66.12903226,18,43.90243902,36,58.06451613,22,0,0,2537,1974,121,1917,88,88,319.3,20.96694215,15.84297521,7.940532081,2,798,41.62754304,279,76,0,57,5,2,17,0,1,18,319931,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319931.png"
A Nel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,1,18,1,1,3,31,18,10.33333333,0,7,38.88888889,3,2,0,0,1,0,0,0,0,0,320335,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/320300/320335.png"
A Nortje,49,51,6,0,49,13,13,5,8,9.8,100,24,48.97959184,23,46.93877551,23,0,0,1614,1097,62,1062,46,46,177,26.03225806,17.12903226,9.118644068,1,401,37.75894539,151,73,0,35,4,1,9,0,0,9,322080,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322000/322080.png"
A Raghuvanshi,163,109,16,8,105,7,7,7,0,23.28571429,155.2380952,112,68.71165644,34,32.38095238,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,345093,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/345000/345093.png"
A Singh,2,10,0,0,10,5,5,4,1,0.5,20,0,0,8,80,1,0,0,639,486,31,474,23,23,79,20.61290323,15.29032258,8.088607595,1,189,39.87341772,67,17,0,12,4,0,1,0,0,1,,
A Symonds,974,781,74,41,750,36,36,24,12,40.58333333,129.8666667,542,55.64681725,277,36.93333333,117,5,1,694,540,23,528,30,30,88,30.17391304,22.95652174,7.886363636,0,190,35.98484848,44,33,0,12,3,0,20,0,1,21,319686,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319600/319686.png"
A Tomar,4,8,1,0,8,1,1,1,0,4,50,4,100,7,87.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341044,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/341000/341044.png"
A Uniyal,4,7,0,0,7,2,2,1,1,4,57.14285714,0,0,3,42.85714286,4,0,0,67,38,3,36,2,2,6,22.33333333,12,11.16666667,0,8,22.22222222,6,3,0,2,3,0,0,0,0,0,,
A Zampa,15,25,1,0,24,5,5,5,0,3,62.5,4,26.66666667,12,50,7,0,0,562,425,30,419,20,20,69.5,18.73333333,13.96666667,8.047732697,0,129,30.7875895,30,28,0,6,6,0,1,0,0,1,321549,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321500/321549.png"
AA Bilakhia,69,88,5,0,85,7,7,5,2,13.8,81.17647059,20,28.98550725,40,47.05882353,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
AA Chavan,12,11,2,0,11,3,3,1,2,12,109.0909091,8,66.66666667,5,45.45454545,7,0,0,339,255,8,248,13,13,41.2,42.375,31,8.201612903,0,100,40.32258065,28,16,0,7,2,0,3,0,0,3,,
AA Jhunjhunwala,217,218,19,5,210,15,15,12,3,18.08333333,103.3333333,106,48.84792627,90,42.85714286,53,1,0,130,88,1,85,10,10,14.1,130,85,9.176470588,0,27,31.76470588,10,5,0,3,1,0,10,0,4,14,,
AA Kazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,1,12,1,1,2,21,12,10.5,0,2,16.66666667,1,1,0,1,1,0,0,0,0,0,,
AA Kulkarni,9,8,2,0,8,2,2,2,0,4.5,112.5,8,88.88888889,5,62.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384256,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/384200/384256.png"
AA Noffke,9,12,1,0,10,1,1,1,0,9,90,4,44.44444444,4,40,9,0,0,41,25,1,24,1,1,4,41,24,10.25,0,6,25,2,2,0,1,1,0,0,0,0,0,,
AB Agarkar,179,160,13,5,154,18,18,8,10,22.375,116.2337662,82,45.81005587,54,35.06493506,39,0,0,1174,820,33,784,42,42,130.4,35.57575758,23.75757576,8.984693878,1,254,32.39795918,113,41,0,36,3,0,4,0,3,7,319929,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319900/319929.png"
AB Barath,42,43,5,1,42,3,3,2,1,21,100,26,61.9047619,21,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326137,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/326100/326137.png"
AB Dinda,26,50,2,0,48,16,16,9,7,2.888888889,54.16666667,8,30.76923077,29,60.41666667,7,0,0,2103,1589,82,1530,75,75,255,25.64634146,18.65853659,8.247058824,2,627,40.98039216,232,58,0,59,4,0,7,0,4,11,,
AB McDonald,123,103,9,4,100,9,9,5,4,24.6,123,60,48.7804878,35,35,33,0,0,263,188,14,186,10,10,31,18.78571429,13.28571429,8.483870968,0,50,26.88172043,20,11,0,2,4,2,0,0,0,0,,
AB de Villiers,5181,3487,414,253,3411,170,170,122,48,42.46721311,151.8909411,3174,61.26230457,1039,30.46027558,133,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,8,13,141,316555,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316555.png"
AC Blizzard,120,91,21,2,90,7,7,7,0,17.14285714,133.3333333,96,80,47,52.22222222,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,,
AC Gilchrist,2069,1555,239,92,1495,80,80,75,5,27.58666667,138.3946488,1508,72.88545191,677,45.28428094,109,11,2,0,1,1,1,1,1,0.1,0,1,0,1,1,100,0,0,0,0,1,0,51,16,8,75,321545,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321500/321545.png"
AC Thomas,20,19,1,1,19,4,4,2,2,10,105.2631579,10,50,8,42.10526316,12,0,0,416,327,16,317,15,15,52.5,26,19.8125,7.873817035,2,126,39.74763407,41,11,0,10,3,0,3,0,1,4,,
AC Voges,181,143,15,3,143,7,7,4,3,45.25,126.5734266,78,43.09392265,44,30.76923077,45,0,0,76,56,1,54,7,7,9,76,54,8.444444444,0,15,27.77777778,8,2,0,2,1,0,1,0,3,4,321547,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321500/321547.png"
AD Hales,148,119,13,6,118,6,6,6,0,24.66666667,125.4237288,88,59.45945946,47,39.83050847,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,316604,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316604.png"
AD Mascarenhas,79,79,5,1,78,11,11,9,2,8.777777778,101.2820513,26,32.91139241,28,35.8974359,27,0,0,365,310,19,308,13,13,51.2,19.21052632,16.21052632,7.11038961,0,124,40.25974026,34,8,0,2,5,0,2,0,0,2,,
AD Mathews,724,599,44,29,575,41,41,28,13,25.85714286,125.9130435,350,48.34254144,183,31.82608696,65,1,0,1095,807,28,792,44,44,132,39.10714286,28.28571429,8.295454545,0,224,28.28282828,98,29,0,15,4,0,19,0,2,21,355644,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/355600/355644.png"
AD Nath,90,99,7,2,98,10,10,10,0,9,91.83673469,40,44.44444444,44,44.89795918,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,
AD Russell,2488,1515,171,209,1423,104,104,81,23,30.71604938,174.8418833,1938,77.89389068,553,38.86156008,88,11,0,2691,1771,125,1707,112,112,284.3,21.528,13.656,9.458699473,3,584,34.21206796,253,117,0,64,6,1,32,0,2,34,316615,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316615.png"
AF Milne,23,31,0,1,29,6,6,4,2,5.75,79.31034483,6,26.08695652,13,44.82758621,15,0,0,339,217,9,208,10,10,34.4,37.66666667,23.11111111,9.778846154,0,69,33.17307692,35,13,0,9,3,1,7,0,0,7,316689,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316689.png"
AG Murtaza,10,14,1,0,14,3,3,1,2,10,71.42857143,4,40,7,50,5,0,0,322,269,12,264,12,12,44,26.83333333,22,7.318181818,0,101,38.25757576,22,14,0,5,3,0,3,0,1,4,,
AG Paunikar,49,61,9,0,58,5,5,5,0,9.8,84.48275862,36,73.46938776,38,65.51724138,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,,
AJ Finch,2092,1696,214,78,1635,90,90,82,8,25.51219512,127.9510703,1324,63.28871893,688,42.0795107,88,15,0,67,44,1,43,5,5,7.1,67,43,9.348837209,0,13,30.23255814,4,4,0,1,1,0,29,0,3,32,316533,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316500/316533.png"
AJ Hosein,16,11,1,1,10,1,1,0,1,0,160,10,62.5,3,30,16,0,0,41,24,1,24,1,1,4,41,24,10.25,0,5,20.83333333,4,2,0,0,1,0,0,0,0,0,321939,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321900/321939.png"
AJ Turner,24,31,0,2,28,6,6,5,1,4.8,85.71428571,12,50,14,50,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321560,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321500/321560.png"
AJ Tye,91,79,6,5,76,13,13,8,5,11.375,119.7368421,54,59.34065934,36,47.36842105,25,0,0,1005,714,48,687,30,30,114.3,20.9375,14.3125,8.777292576,0,208,30.27656477,90,33,0,27,5,0,7,0,0,7,321558,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321500/321558.png"
AK Markram,995,787,73,35,767,42,42,33,9,30.15151515,129.726206,502,50.45226131,221,28.81355932,68,5,0,173,123,2,122,14,14,20.2,86.5,61,8.508196721,0,32,26.2295082,12,8,0,1,1,0,24,0,0,24,322067,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322000/322067.png"
AL Menaria,401,367,24,18,356,23,23,21,2,19.0952381,112.6404494,204,50.87281796,141,39.60674157,40,0,0,144,113,3,110,12,12,18.2,48,36.66666667,7.854545455,0,40,36.36363636,15,4,0,3,2,0,4,0,0,4,,
AM Nayar,672,588,55,20,577,50,50,36,14,18.66666667,116.4644714,340,50.5952381,223,38.64818024,45,0,0,323,239,9,229,19,19,38.1,35.88888889,25.44444444,8.462882096,0,69,30.13100437,22,13,0,10,3,0,13,0,2,15,,
AM Rahane,4642,3858,479,103,3761,171,171,149,22,31.15436242,123.4246211,2534,54.58853942,1366,36.32012763,105,30,2,5,6,1,6,1,1,1,5,6,5,0,2,33.33333333,0,0,0,0,1,0,72,0,9,81,316620,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316600/316620.png"
AM Salvi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,156,7,150,7,7,25,29.28571429,21.42857143,8.2,0,57,38,18,7,0,6,2,0,2,0,0,2,,
AN Ahmed,36,27,4,1,26,6,6,1,5,36,138.4615385,22,61.11111111,10,38.46153846,18,0,0,515,362,15,349,17,17,58.1,34.33333333,23.26666667,8.853868195,0,120,34.38395415,43,20,0,13,3,0,2,0,1,3,,
AN Ghosh,7,8,1,0,8,2,2,2,0,3.5,87.5,4,57.14285714,5,62.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
AP Dole,34,23,3,1,22,2,2,2,0,17,154.5454545,18,52.94117647,6,27.27272727,30,0,0,114,73,5,67,3,3,11.1,22.8,13.4,10.20895522,0,20,29.85074627,11,4,0,6,2,0,2,0,0,2,,
AP Majumdar,87,77,7,2,76,4,4,4,0,21.75,114.4736842,40,45.97701149,27,35.52631579,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AP Tare,339,285,40,11,273,27,27,24,3,14.125,124.1758242,226,66.66666667,130,47.61904762,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,,
AR Bawne,12,12,1,0,12,1,1,0,1,0,100,4,33.33333333,4,33.33333333,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AR Patel,1653,1318,107,79,1263,112,112,74,38,22.33783784,130.8788599,902,54.56745312,415,32.85827395,66,3,0,3824,3152,131,3105,148,148,517.3,29.19083969,23.70229008,7.389371981,2,1021,32.88244767,236,154,0,47,4,0,69,0,3,72,331164,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/331100/331164.png"
AS Joseph,27,32,3,0,32,5,5,1,4,27,84.375,12,44.44444444,16,50,15,0,0,707,454,22,435,22,22,72.3,32.13636364,19.77272727,9.751724138,1,162,37.24137931,53,43,0,19,6,0,3,0,1,4,321943,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321900/321943.png"
AS Rajpoot,26,41,2,1,41,7,7,4,3,6.5,63.41463415,14,53.84615385,27,65.85365854,8,0,0,844,567,24,539,29,29,89.5,35.16666667,22.45833333,9.395176252,1,192,35.62152134,89,31,0,28,5,0,3,0,1,4,345085,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/345000/345085.png"
AS Raut,194,172,13,7,167,16,16,9,7,21.55555556,116.1676647,94,48.45360825,62,37.1257485,36,0,0,45,30,0,30,5,5,5,0,0,9,0,6,20,4,1,0,0,0,0,10,0,1,11,,
AS Roy,26,24,3,0,24,6,6,3,3,8.666666667,108.3333333,12,46.15384615,10,41.66666667,13,0,0,191,142,6,136,9,9,22.4,31.83333333,22.66666667,8.426470588,0,48,35.29411765,14,10,0,6,2,0,8,0,1,9,341041,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/341000/341041.png"
AS Yadav,49,40,5,2,39,6,6,5,1,9.8,125.6410256,32,65.30612245,17,43.58974359,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,,
AT Carey,32,29,0,1,29,3,3,2,1,16,110.3448276,6,18.75,8,27.5862069,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,321551,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/321500/321551.png"
AT Rayudu,4348,3490,359,173,3409,185,185,148,37,29.37837838,127.5447345,2474,56.89972401,1193,34.99559988,100,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2,9,75,316499,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/316400/316499.png"
AU Rashid,22,17,2,1,16,2,2,2,0,11,137.5,14,63.63636364,7,43.75,18,0,0,91,60,2,60,3,3,10,45.5,30,9.1,0,20,33.33333333,4,7,0,0,2,0,0,0,0,0,383151,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/383100/383151.png"
AUK Pathan,39,26,5,2,23,7,7,5,2,7.8,169.5652174,32,82.05128205,11,47.82608696,14,0,0,63,41,0,39,3,3,6.3,0,0,9.692307692,0,9,23.07692308,5,2,0,2,0,0,2,0,1,3,,
AV Wankhade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
Abdul Basith,1,1,0,0,1,1,1,0,1,0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Abdul Samad,579,408,37,36,397,39,39,29,10,19.96551724,145.8438287,364,62.86701209,138,34.76070529,37,0,0,113,55,2,54,5,5,9,56.5,27,12.55555556,0,11,20.37037037,6,8,0,1,1,0,27,0,0,27,339145,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/339100/339145.png"
Abdur Razzak,0,2,0,0,2,1,1,0,1,0,0,0,0,2,100,0,0,0,29,14,0,13,1,1,2.1,0,0,13.38461538,0,5,38.46153846,3,1,0,1,0,0,0,0,0,0,319683,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/319600/319683.png"
Abhishek Sharma,1377,925,128,73,887,61,61,54,7,25.5,155.2423901,950,68.99055919,318,35.85118377,75,7,0,396,278,11,271,26,26,45.1,36,24.63636364,8.767527675,0,70,25.8302583,25,18,0,7,2,0,17,0,0,17,,
Abishek Porel,360,244,37,15,236,16,16,14,2,25.71428571,152.5423729,238,66.11111111,82,34.74576271,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,7,,
Akash Deep,19,12,2,1,12,3,3,2,1,9.5,158.3333333,14,73.68421053,4,33.33333333,17,0,0,324,175,8,168,8,8,28,40.5,21,11.57142857,1,55,32.73809524,21,24,0,7,3,0,2,0,0,2,340311,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/340300/340311.png"
Akash Madhwal,4,5,0,0,5,1,1,0,1,0,80,0,0,2,40,4,0,0,431,279,22,269,13,13,44.5,19.59090909,12.22727273,9.6133829,0,83,30.85501859,39,18,0,10,6,0,1,0,0,1,381394,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/381300/381394.png"
Akash Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,141,5,138,7,7,23,45.4,27.6,9.869565217,0,53,38.4057971,24,12,0,3,2,0,1,0,0,1,,
Aman Hakim Khan,115,109,8,6,104,10,10,9,1,12.77777778,110.5769231,68,59.13043478,50,48.07692308,51,1,0,13,6,0,6,1,1,1,0,0,13,0,1,16.66666667,1,1,0,0,0,0,9,0,0,9,341035,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/341000/341035.png"
Anand Rajan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,162,10,150,8,8,25,20.6,15,8.24,0,57,38,17,8,0,12,4,1,3,0,1,4,,
Anirudh Singh,63,69,6,1,66,4,4,4,0,15.75,95.45454545,30,47.61904762,31,46.96969697,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,,
Ankit Sharma,87,69,7,4,67,10,10,7,3,12.42857143,129.8507463,52,59.77011494,27,40.29850746,30,0,0,453,375,12,367,21,21,61.1,37.75,30.58333333,7.40599455,0,137,37.32970027,28,18,0,8,2,0,4,0,0,4,,
Ankit Soni,7,9,0,1,9,3,3,2,1,3.5,77.77777778,6,85.71428571,7,77.77777778,7,0,0,145,112,4,109,6,6,18.1,36.25,27.25,7.981651376,0,37,33.94495413,8,7,0,3,2,0,1,0,0,1,,
Anmolpreet Singh,139,117,19,3,115,9,9,9,0,15.44444444,120.8695652,94,67.62589928,53,46.08695652,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,
Anuj Rawat,318,276,26,14,267,21,21,14,7,22.71428571,119.1011236,188,59.11949686,114,42.69662921,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,20,359757,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/359700/359757.png"
Anureet Singh,36,47,2,1,47,8,8,4,4,9,76.59574468,14,38.88888889,22,46.80851064,15,0,0,636,430,21,419,22,22,69.5,30.28571429,19.95238095,9.107398568,0,139,33.17422434,65,22,0,11,3,0,5,0,1,6,,
Arjun Tendulkar,13,9,0,1,9,1,1,1,0,13,144.4444444,6,46.15384615,2,22.22222222,13,0,0,117,83,4,74,5,5,12.2,29.25,18.5,9.486486486,0,30,40.54054054,10,5,0,9,2,1,0,0,0,0,359770,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/359700/359770.png"
Arshad Khan,96,67,5,6,65,6,6,3,3,32,147.6923077,56,58.33333333,22,33.84615385,58,1,0,282,153,6,134,9,9,22.2,47,22.33333333,12.62686567,0,44,32.8358209,32,14,0,19,3,0,2,0,0,2,341035,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/341000/341035.png"
Arshad Khan (2),5,4,1,0,4,1,1,1,0,5,125,4,80,2,50,5,0,0,25,13,0,12,1,1,2,0,0,12.5,0,4,33.33333333,5,0,0,1,0,0,0,0,0,0,,
Arshdeep Singh,29,42,4,0,40,11,11,5,6,5.8,72.5,16,55.17241379,27,67.5,10,0,0,2097,1453,84,1369,65,65,228.1,24.96428571,16.29761905,9.19065011,1,472,34.47772096,217,65,0,84,5,0,8,0,0,8,,
Ashutosh Sharma,189,118,10,15,113,9,9,7,2,27,167.2566372,130,68.78306878,38,33.62831858,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,
Atharva Taide,247,177,27,8,168,9,9,8,1,30.875,147.0238095,156,63.15789474,58,34.52380952,66,2,0,4,1,0,1,1,1,0.1,0,0,24,0,0,0,1,0,0,0,0,0,5,0,0,5,358044,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/358000/358044.png"
Avesh Khan,41,25,3,3,25,9,9,1,8,41,164,30,73.17073171,10,40,12,0,0,2010,1390,81,1339,62,62,223.1,24.81481481,16.5308642,9.006721434,1,491,36.66915609,201,79,0,51,4,0,9,0,0,9,341035,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/341000/341035.png"
Azhar Mahmood,388,311,39,13,303,21,21,19,2,20.42105263,128.0528053,234,60.30927835,116,38.28382838,80,2,0,707,552,31,542,23,23,90.2,22.80645161,17.48387097,7.826568266,0,199,36.71586716,73,18,0,10,3,0,7,0,0,7,322195,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_320,q_50/lsci/db/PICTURES/CMS/322100/322195.png"
